EXPIRE_DATE,rows,first_quote,last_quote,file
2022-04-06,772,2022-04-01,2022-04-06,spx_eod_202204.txt
2022-04-08,1560,2022-04-01,2022-04-08,spx_eod_202204.txt
2022-04-11,1362,2022-04-01,2022-04-11,spx_eod_202204.txt
2022-04-13,1665,2022-04-01,2022-04-13,spx_eod_202204.txt
2022-04-14,4350,2022-04-01,2022-04-14,spx_eod_202204.txt
2022-04-18,1815,2022-04-01,2022-04-18,spx_eod_202204.txt
2022-04-20,2133,2022-04-01,2022-04-20,spx_eod_202204.txt
2022-04-22,4071,2022-04-01,2022-04-22,spx_eod_202204.txt
2022-04-25,2099,2022-04-01,2022-04-25,spx_eod_202204.txt
2022-04-26,627,2022-04-18,2022-04-26,spx_eod_202204.txt
2022-04-27,2963,2022-04-01,2022-04-27,spx_eod_202204.txt
2022-04-29,7917,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-02,3093,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-03,775,2022-04-18,2022-04-29,spx_eod_202204.txt
2022-05-04,2614,2022-04-05,2022-04-29,spx_eod_202204.txt
2022-05-06,4969,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-09,2113,2022-04-08,2022-04-29,spx_eod_202204.txt
2022-05-10,220,2022-04-25,2022-04-29,spx_eod_202204.txt
2022-05-11,1751,2022-04-12,2022-04-29,spx_eod_202204.txt
2022-05-13,3563,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-16,1415,2022-04-14,2022-04-29,spx_eod_202204.txt
2022-05-18,1123,2022-04-19,2022-04-29,spx_eod_202204.txt
2022-05-20,8481,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-23,660,2022-04-22,2022-04-29,spx_eod_202204.txt
2022-05-25,385,2022-04-26,2022-04-29,spx_eod_202204.txt
2022-05-27,3608,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-31,8001,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-06-03,2386,2022-04-07,2022-04-29,spx_eod_202204.txt
2022-06-10,831,2022-04-21,2022-04-29,spx_eod_202204.txt
2022-06-17,8565,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-06-30,8316,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-07-15,5565,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-07-29,5006,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-08-19,5586,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-08-31,3412,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-09-16,3997,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-09-30,6773,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-10-21,3535,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-11-18,2709,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-12-16,4242,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-12-30,2646,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-01-20,1659,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-02-17,2898,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-03-17,2982,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-03-31,2199,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-04-21,2541,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-05-19,1534,2022-04-14,2022-04-29,spx_eod_202204.txt
2023-06-16,2735,2022-04-01,2022-04-29,spx_eod_202204.txt
2023-12-15,3364,2022-04-01,2022-04-29,spx_eod_202204.txt
2024-12-20,1260,2022-04-01,2022-04-29,spx_eod_202204.txt
2025-12-19,1260,2022-04-01,2022-04-29,spx_eod_202204.txt
2026-12-18,1302,2022-04-01,2022-04-29,spx_eod_202204.txt
2022-05-02,198,2022-05-02,2022-05-02,spx_eod_202205.txt
2022-05-03,204,2022-05-02,2022-05-03,spx_eod_202205.txt
2022-05-04,591,2022-05-02,2022-05-04,spx_eod_202205.txt
2022-05-06,1385,2022-05-02,2022-05-06,spx_eod_202205.txt
2022-05-09,1128,2022-05-02,2022-05-09,spx_eod_202205.txt
2022-05-10,626,2022-05-02,2022-05-10,spx_eod_202205.txt
2022-05-11,1289,2022-05-02,2022-05-10,spx_eod_202205.txt
2022-05-13,2350,2022-05-02,2022-05-13,spx_eod_202205.txt
2022-05-16,1933,2022-05-02,2022-05-16,spx_eod_202205.txt
2022-05-17,769,2022-05-02,2022-05-17,spx_eod_202205.txt
2022-05-18,2244,2022-05-02,2022-05-18,spx_eod_202205.txt
2022-05-19,580,2022-05-12,2022-05-19,spx_eod_202205.txt
2022-05-20,6132,2022-05-02,2022-05-20,spx_eod_202205.txt
2022-05-23,2514,2022-05-02,2022-05-23,spx_eod_202205.txt
2022-05-24,976,2022-05-09,2022-05-24,spx_eod_202205.txt
2022-05-25,2739,2022-05-02,2022-05-25,spx_eod_202205.txt
2022-05-26,1172,2022-05-12,2022-05-26,spx_eod_202205.txt
2022-05-27,5129,2022-05-02,2022-05-27,spx_eod_202205.txt
2022-05-31,8371,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-06-01,3149,2022-05-03,2022-05-31,spx_eod_202205.txt
2022-06-02,1193,2022-05-18,2022-05-31,spx_eod_202205.txt
2022-06-03,5252,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-06-06,2309,2022-05-06,2022-05-31,spx_eod_202205.txt
2022-06-07,483,2022-05-23,2022-05-31,spx_eod_202205.txt
2022-06-08,1809,2022-05-10,2022-05-31,spx_eod_202205.txt
2022-06-09,323,2022-05-25,2022-05-31,spx_eod_202205.txt
2022-06-10,4186,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-06-13,1580,2022-05-13,2022-05-31,spx_eod_202205.txt
2022-06-14,156,2022-05-27,2022-05-31,spx_eod_202205.txt
2022-06-15,1355,2022-05-17,2022-05-31,spx_eod_202205.txt
2022-06-17,9379,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-06-21,889,2022-05-20,2022-05-31,spx_eod_202205.txt
2022-06-22,621,2022-05-24,2022-05-31,spx_eod_202205.txt
2022-06-24,2870,2022-05-05,2022-05-31,spx_eod_202205.txt
2022-06-27,192,2022-05-27,2022-05-31,spx_eod_202205.txt
2022-06-29,66,2022-05-31,2022-05-31,spx_eod_202205.txt
2022-06-30,8971,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-07-01,1658,2022-05-12,2022-05-31,spx_eod_202205.txt
2022-07-08,379,2022-05-26,2022-05-31,spx_eod_202205.txt
2022-07-15,6947,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-07-29,7311,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-08-19,6951,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-08-31,4866,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-09-16,5916,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-09-30,8278,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-10-21,5141,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-10-31,2814,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-11-18,3190,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-12-16,4242,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-12-30,2728,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-01-20,1659,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-02-17,2898,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-03-17,2982,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-03-31,2407,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-04-21,2541,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-05-19,2860,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-06-16,2923,2022-05-02,2022-05-31,spx_eod_202205.txt
2023-09-15,1824,2022-05-04,2022-05-31,spx_eod_202205.txt
2023-12-15,3402,2022-05-02,2022-05-31,spx_eod_202205.txt
2024-12-20,1260,2022-05-02,2022-05-31,spx_eod_202205.txt
2025-12-19,1260,2022-05-02,2022-05-31,spx_eod_202205.txt
2026-12-18,1302,2022-05-02,2022-05-31,spx_eod_202205.txt
2022-06-01,181,2022-06-01,2022-06-01,spx_eod_202206.txt
2022-06-02,260,2022-06-01,2022-06-02,spx_eod_202206.txt
2022-06-03,807,2022-06-01,2022-06-03,spx_eod_202206.txt
2022-06-06,638,2022-06-01,2022-06-06,spx_eod_202206.txt
2022-06-07,514,2022-06-01,2022-06-07,spx_eod_202206.txt
2022-06-08,904,2022-06-01,2022-06-08,spx_eod_202206.txt
2022-06-09,829,2022-06-01,2022-06-09,spx_eod_202206.txt
2022-06-10,1796,2022-06-01,2022-06-10,spx_eod_202206.txt
2022-06-13,1371,2022-06-01,2022-06-13,spx_eod_202206.txt
2022-06-14,1074,2022-06-01,2022-06-14,spx_eod_202206.txt
2022-06-15,1735,2022-06-01,2022-06-15,spx_eod_202206.txt
2022-06-16,1340,2022-06-01,2022-06-16,spx_eod_202206.txt
2022-06-17,5559,2022-06-01,2022-06-16,spx_eod_202206.txt
2022-06-21,2367,2022-06-01,2022-06-21,spx_eod_202206.txt
2022-06-22,2449,2022-06-01,2022-06-22,spx_eod_202206.txt
2022-06-23,1506,2022-06-08,2022-06-23,spx_eod_202206.txt
2022-06-24,3679,2022-06-01,2022-06-23,spx_eod_202206.txt
2022-06-27,2493,2022-06-01,2022-06-27,spx_eod_202206.txt
2022-06-28,1032,2022-06-13,2022-06-28,spx_eod_202206.txt
2022-06-29,2980,2022-06-01,2022-06-29,spx_eod_202206.txt
2022-06-30,9172,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-07-01,4389,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-07-05,2819,2022-06-03,2022-06-30,spx_eod_202206.txt
2022-07-06,2584,2022-06-07,2022-06-30,spx_eod_202206.txt
2022-07-07,507,2022-06-22,2022-06-30,spx_eod_202206.txt
2022-07-08,4046,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-07-11,1777,2022-06-10,2022-06-30,spx_eod_202206.txt
2022-07-12,301,2022-06-27,2022-06-30,spx_eod_202206.txt
2022-07-13,1206,2022-06-14,2022-06-30,spx_eod_202206.txt
2022-07-14,119,2022-06-29,2022-06-30,spx_eod_202206.txt
2022-07-15,7999,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-07-18,782,2022-06-20,2022-06-30,spx_eod_202206.txt
2022-07-20,751,2022-06-20,2022-06-30,spx_eod_202206.txt
2022-07-22,3229,2022-06-02,2022-06-30,spx_eod_202206.txt
2022-07-25,406,2022-06-27,2022-06-30,spx_eod_202206.txt
2022-07-27,254,2022-06-28,2022-06-30,spx_eod_202206.txt
2022-07-29,7383,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-08-05,1941,2022-06-09,2022-06-30,spx_eod_202206.txt
2022-08-12,476,2022-06-23,2022-06-30,spx_eod_202206.txt
2022-08-19,7906,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-08-26,73,2022-06-30,2022-06-30,spx_eod_202206.txt
2022-08-31,6799,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-09-16,7565,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-09-30,8488,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-10-21,5472,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-10-31,3621,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-11-18,4661,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-11-30,2640,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-12-16,4496,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-12-30,2681,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-01-20,1760,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-02-17,2760,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-03-17,2840,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-03-31,2392,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-04-21,2420,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-05-19,2823,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-06-16,2872,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-06-30,496,2022-06-20,2022-06-30,spx_eod_202206.txt
2023-07-21,954,2022-06-16,2022-06-30,spx_eod_202206.txt
2023-09-15,1920,2022-06-01,2022-06-30,spx_eod_202206.txt
2023-12-15,3248,2022-06-01,2022-06-30,spx_eod_202206.txt
2024-06-21,954,2022-06-16,2022-06-30,spx_eod_202206.txt
2024-12-20,1200,2022-06-01,2022-06-30,spx_eod_202206.txt
2025-12-19,1200,2022-06-01,2022-06-30,spx_eod_202206.txt
2026-12-18,1240,2022-06-01,2022-06-30,spx_eod_202206.txt
2022-07-01,255,2022-07-01,2022-07-01,spx_eod_202207.txt
2022-07-05,579,2022-07-01,2022-07-05,spx_eod_202207.txt
2022-07-06,760,2022-07-01,2022-07-06,spx_eod_202207.txt
2022-07-07,547,2022-07-01,2022-07-07,spx_eod_202207.txt
2022-07-08,1464,2022-07-01,2022-07-08,spx_eod_202207.txt
2022-07-11,1068,2022-07-01,2022-07-11,spx_eod_202207.txt
2022-07-12,859,2022-07-01,2022-07-12,spx_eod_202207.txt
2022-07-13,1254,2022-07-01,2022-07-13,spx_eod_202207.txt
2022-07-14,931,2022-07-01,2022-07-14,spx_eod_202207.txt
2022-07-15,4606,2022-07-01,2022-07-15,spx_eod_202207.txt
2022-07-18,1511,2022-07-01,2022-07-18,spx_eod_202207.txt
2022-07-19,1290,2022-07-01,2022-07-19,spx_eod_202207.txt
2022-07-20,1783,2022-07-01,2022-07-20,spx_eod_202207.txt
2022-07-21,1288,2022-07-06,2022-07-21,spx_eod_202207.txt
2022-07-22,3504,2022-07-01,2022-07-22,spx_eod_202207.txt
2022-07-25,2077,2022-07-01,2022-07-25,spx_eod_202207.txt
2022-07-26,1428,2022-07-11,2022-07-26,spx_eod_202207.txt
2022-07-27,2270,2022-07-01,2022-07-27,spx_eod_202207.txt
2022-07-28,1502,2022-07-14,2022-07-28,spx_eod_202207.txt
2022-07-29,8064,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-01,2399,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-02,1195,2022-07-18,2022-07-29,spx_eod_202207.txt
2022-08-03,2069,2022-07-05,2022-07-29,spx_eod_202207.txt
2022-08-04,870,2022-07-20,2022-07-29,spx_eod_202207.txt
2022-08-05,4110,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-08,1746,2022-07-08,2022-07-29,spx_eod_202207.txt
2022-08-09,517,2022-07-25,2022-07-29,spx_eod_202207.txt
2022-08-10,1227,2022-07-12,2022-07-29,spx_eod_202207.txt
2022-08-11,274,2022-07-27,2022-07-29,spx_eod_202207.txt
2022-08-12,3599,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-15,916,2022-07-15,2022-07-29,spx_eod_202207.txt
2022-08-17,888,2022-07-19,2022-07-29,spx_eod_202207.txt
2022-08-19,8610,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-22,452,2022-07-22,2022-07-29,spx_eod_202207.txt
2022-08-24,320,2022-07-26,2022-07-29,spx_eod_202207.txt
2022-08-26,3036,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-08-29,66,2022-07-29,2022-07-29,spx_eod_202207.txt
2022-08-31,7308,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-09-02,1891,2022-07-07,2022-07-29,spx_eod_202207.txt
2022-09-09,584,2022-07-21,2022-07-29,spx_eod_202207.txt
2022-09-16,8295,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-09-30,9303,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-10-21,7091,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-10-31,4731,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-11-18,5145,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-11-30,2772,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-12-16,5976,2022-07-01,2022-07-29,spx_eod_202207.txt
2022-12-30,6091,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-01-20,2882,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-02-17,2912,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-03-17,2982,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-03-31,2562,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-04-21,2541,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-05-19,3024,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-06-16,3066,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-06-30,1704,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-07-21,2226,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-08-18,1272,2022-07-14,2022-07-29,spx_eod_202207.txt
2023-09-15,2016,2022-07-01,2022-07-29,spx_eod_202207.txt
2023-12-15,3423,2022-07-01,2022-07-29,spx_eod_202207.txt
2024-06-21,2226,2022-07-01,2022-07-29,spx_eod_202207.txt
2024-12-20,1281,2022-07-01,2022-07-29,spx_eod_202207.txt
2025-12-19,1260,2022-07-01,2022-07-29,spx_eod_202207.txt
2026-12-18,1302,2022-07-01,2022-07-29,spx_eod_202207.txt
2027-12-17,92,2022-07-01,2022-07-04,spx_eod_202207.txt
2022-08-01,163,2022-08-01,2022-08-01,spx_eod_202208.txt
2022-08-02,332,2022-08-01,2022-08-02,spx_eod_202208.txt
2022-08-03,485,2022-08-01,2022-08-03,spx_eod_202208.txt
2022-08-04,636,2022-08-01,2022-08-04,spx_eod_202208.txt
2022-08-05,1175,2022-08-01,2022-08-05,spx_eod_202208.txt
2022-08-08,993,2022-08-01,2022-08-08,spx_eod_202208.txt
2022-08-09,1104,2022-08-01,2022-08-09,spx_eod_202208.txt
2022-08-10,1174,2022-08-01,2022-08-10,spx_eod_202208.txt
2022-08-11,1341,2022-08-01,2022-08-11,spx_eod_202208.txt
2022-08-12,2305,2022-08-01,2022-08-12,spx_eod_202208.txt
2022-08-15,1632,2022-08-01,2022-08-15,spx_eod_202208.txt
2022-08-16,1443,2022-08-01,2022-08-16,spx_eod_202208.txt
2022-08-17,2000,2022-08-01,2022-08-17,spx_eod_202208.txt
2022-08-18,1484,2022-08-03,2022-08-18,spx_eod_202208.txt
2022-08-19,6193,2022-08-01,2022-08-19,spx_eod_202208.txt
2022-08-22,2208,2022-08-01,2022-08-22,spx_eod_202208.txt
2022-08-23,1530,2022-08-08,2022-08-23,spx_eod_202208.txt
2022-08-24,2501,2022-08-01,2022-08-24,spx_eod_202208.txt
2022-08-25,1422,2022-08-10,2022-08-25,spx_eod_202208.txt
2022-08-26,4661,2022-08-01,2022-08-26,spx_eod_202208.txt
2022-08-29,2660,2022-08-01,2022-08-29,spx_eod_202208.txt
2022-08-30,1620,2022-08-15,2022-08-30,spx_eod_202208.txt
2022-08-31,8079,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-09-01,1509,2022-08-17,2022-08-31,spx_eod_202208.txt
2022-09-02,4953,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-09-06,2391,2022-08-05,2022-08-31,spx_eod_202208.txt
2022-09-07,1906,2022-08-09,2022-08-31,spx_eod_202208.txt
2022-09-08,649,2022-08-24,2022-08-31,spx_eod_202208.txt
2022-09-09,3856,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-09-12,1624,2022-08-12,2022-08-31,spx_eod_202208.txt
2022-09-13,294,2022-08-29,2022-08-31,spx_eod_202208.txt
2022-09-14,1467,2022-08-16,2022-08-31,spx_eod_202208.txt
2022-09-15,53,2022-08-31,2022-08-31,spx_eod_202208.txt
2022-09-16,9246,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-09-19,986,2022-08-19,2022-08-31,spx_eod_202208.txt
2022-09-21,718,2022-08-23,2022-08-31,spx_eod_202208.txt
2022-09-23,2983,2022-08-04,2022-08-31,spx_eod_202208.txt
2022-09-26,367,2022-08-26,2022-08-31,spx_eod_202208.txt
2022-09-28,130,2022-08-30,2022-08-31,spx_eod_202208.txt
2022-09-30,10189,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-10-07,1791,2022-08-11,2022-08-31,spx_eod_202208.txt
2022-10-14,468,2022-08-25,2022-08-31,spx_eod_202208.txt
2022-10-21,7964,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-10-31,6805,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-11-18,5797,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-11-30,4286,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-12-16,7143,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-12-30,8287,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-01-20,5036,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-01-31,3036,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-02-17,3796,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-03-17,3266,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-03-31,2806,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-04-21,2783,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-05-19,3312,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-06-16,3358,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-06-30,2240,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-07-21,2438,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-08-18,2816,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-09-15,2707,2022-08-01,2022-08-31,spx_eod_202208.txt
2023-12-15,3749,2022-08-01,2022-08-31,spx_eod_202208.txt
2024-06-21,2438,2022-08-01,2022-08-31,spx_eod_202208.txt
2024-12-20,1403,2022-08-01,2022-08-31,spx_eod_202208.txt
2025-12-19,1380,2022-08-01,2022-08-31,spx_eod_202208.txt
2026-12-18,1426,2022-08-01,2022-08-31,spx_eod_202208.txt
2022-09-01,181,2022-09-01,2022-09-01,spx_eod_202209.txt
2022-09-02,484,2022-09-01,2022-09-02,spx_eod_202209.txt
2022-09-06,696,2022-09-01,2022-09-06,spx_eod_202209.txt
2022-09-07,872,2022-09-01,2022-09-07,spx_eod_202209.txt
2022-09-08,984,2022-09-01,2022-09-08,spx_eod_202209.txt
2022-09-09,1637,2022-09-01,2022-09-09,spx_eod_202209.txt
2022-09-12,1414,2022-09-01,2022-09-12,spx_eod_202209.txt
2022-09-13,1291,2022-09-01,2022-09-13,spx_eod_202209.txt
2022-09-14,1767,2022-09-01,2022-09-14,spx_eod_202209.txt
2022-09-15,1452,2022-09-01,2022-09-15,spx_eod_202209.txt
2022-09-16,4881,2022-09-01,2022-09-16,spx_eod_202209.txt
2022-09-19,2065,2022-09-01,2022-09-19,spx_eod_202209.txt
2022-09-20,1724,2022-09-02,2022-09-20,spx_eod_202209.txt
2022-09-21,2333,2022-09-01,2022-09-21,spx_eod_202209.txt
2022-09-22,1643,2022-09-07,2022-09-22,spx_eod_202209.txt
2022-09-23,4029,2022-09-01,2022-09-23,spx_eod_202209.txt
2022-09-26,2709,2022-09-01,2022-09-26,spx_eod_202209.txt
2022-09-27,1829,2022-09-12,2022-09-27,spx_eod_202209.txt
2022-09-28,2736,2022-09-01,2022-09-28,spx_eod_202209.txt
2022-09-29,1597,2022-09-14,2022-09-29,spx_eod_202209.txt
2022-09-30,9752,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-10-03,2798,2022-09-02,2022-09-30,spx_eod_202209.txt
2022-10-04,1276,2022-09-19,2022-09-30,spx_eod_202209.txt
2022-10-05,2728,2022-09-06,2022-09-30,spx_eod_202209.txt
2022-10-06,1054,2022-09-21,2022-09-30,spx_eod_202209.txt
2022-10-07,4847,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-10-10,2307,2022-09-09,2022-09-30,spx_eod_202209.txt
2022-10-11,1187,2022-09-19,2022-09-30,spx_eod_202209.txt
2022-10-12,1820,2022-09-13,2022-09-30,spx_eod_202209.txt
2022-10-13,300,2022-09-28,2022-09-30,spx_eod_202209.txt
2022-10-14,4028,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-10-17,1227,2022-09-16,2022-09-30,spx_eod_202209.txt
2022-10-18,1067,2022-09-19,2022-09-30,spx_eod_202209.txt
2022-10-19,947,2022-09-20,2022-09-30,spx_eod_202209.txt
2022-10-20,265,2022-09-28,2022-09-30,spx_eod_202209.txt
2022-10-21,8190,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-10-24,519,2022-09-23,2022-09-30,spx_eod_202209.txt
2022-10-25,396,2022-09-26,2022-09-30,spx_eod_202209.txt
2022-10-26,304,2022-09-27,2022-09-30,spx_eod_202209.txt
2022-10-27,229,2022-09-28,2022-09-30,spx_eod_202209.txt
2022-10-28,3531,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-10-31,7123,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-11-01,58,2022-09-30,2022-09-30,spx_eod_202209.txt
2022-11-04,2244,2022-09-08,2022-09-30,spx_eod_202209.txt
2022-11-11,710,2022-09-22,2022-09-30,spx_eod_202209.txt
2022-11-18,6695,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-11-30,7300,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-12-16,7757,2022-09-01,2022-09-30,spx_eod_202209.txt
2022-12-30,8396,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-01-20,5259,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-01-31,3659,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-02-17,5416,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-02-28,2816,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-03-17,3999,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-03-31,2689,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-04-21,2686,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-05-19,3168,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-06-16,3212,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-06-30,2227,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-07-21,2332,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-08-18,2816,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-09-15,2870,2022-09-01,2022-09-30,spx_eod_202209.txt
2023-09-29,630,2022-09-19,2022-09-30,spx_eod_202209.txt
2023-10-20,1332,2022-09-15,2022-09-30,spx_eod_202209.txt
2023-12-15,3586,2022-09-01,2022-09-30,spx_eod_202209.txt
2024-01-19,1080,2022-09-19,2022-09-30,spx_eod_202209.txt
2024-06-21,2332,2022-09-01,2022-09-30,spx_eod_202209.txt
2024-12-20,1342,2022-09-01,2022-09-30,spx_eod_202209.txt
2025-12-19,1320,2022-09-01,2022-09-30,spx_eod_202209.txt
2026-12-18,1364,2022-09-01,2022-09-30,spx_eod_202209.txt
2027-12-17,12,2022-09-02,2022-09-05,spx_eod_202209.txt
2022-10-03,200,2022-10-03,2022-10-03,spx_eod_202210.txt
2022-10-04,334,2022-10-03,2022-10-04,spx_eod_202210.txt
2022-10-05,620,2022-10-03,2022-10-05,spx_eod_202210.txt
2022-10-06,640,2022-10-03,2022-10-06,spx_eod_202210.txt
2022-10-07,1360,2022-10-03,2022-10-07,spx_eod_202210.txt
2022-10-10,1210,2022-10-03,2022-10-10,spx_eod_202210.txt
2022-10-11,1055,2022-10-03,2022-10-11,spx_eod_202210.txt
2022-10-12,1456,2022-10-03,2022-10-12,spx_eod_202210.txt
2022-10-13,1155,2022-10-03,2022-10-13,spx_eod_202210.txt
2022-10-14,2546,2022-10-03,2022-10-14,spx_eod_202210.txt
